CustomerID;Age;Gender;Income;CampaignChannel;CampaignType;AdSpend;ClickThroughRate;ConversionRate;WebsiteVisits;PagesPerVisit;TimeOnSite;SocialShares;EmailOpens;EmailClicks;PreviousPurchases;LoyaltyPoints;AdvertisingPlatform;AdvertisingTool;Conversion
11791;19;Male;140579,00;SEO;Awareness;6619,91;0,02;0,17;13;6,26;7,14;82;10;1;0;4171;IsConfid;ToolConfid;1
11792;46;Female;113699,00;Social Media;Conversion;395,36;0,17;0,15;23;5,90;3,17;72;1;8;7;159;IsConfid;ToolConfid;1
11793;58;Male;108456,00;Referral;Retention;4876,61;0,12;0,12;18;9,42;4,40;49;11;1;4;664;IsConfid;ToolConfid;1
11794;27;Male;103086,00;Email;Retention;2790,61;0,19;0,03;37;9,80;4,28;39;9;6;4;63;IsConfid;ToolConfid;1
11795;19;Female;56343,00;Email;Awareness;4786,06;0,11;0,14;43;7,45;11,04;0;18;2;5;735;IsConfid;ToolConfid;1
11796;68;Male;137529,00;SEO;Retention;280,93;0,22;0,01;17;2,76;7,15;45;3;0;8;515;IsConfid;ToolConfid;0
11797;28;Male;38254,00;Email;Consideration;610,96;0,02;0,16;8;9,52;9,42;72;6;7;1;4225;IsConfid;ToolConfid;1
11798;30;Male;81273,00;Social Media;Retention;258,16;0,13;0,07;12;4,10;10,20;38;13;6;3;1430;IsConfid;ToolConfid;1
11799;27;Female;79611,00;PPC;Retention;6229,41;0,25;0,03;44;1,71;1,49;9;12;2;3;3155;IsConfid;ToolConfid;1
11800;31;Female;137574,00;SEO;Conversion;5644,92;0,08;0,04;18;3,17;12,03;48;0;0;6;3619;IsConfid;ToolConfid;1
11801;35;Female;134847,00;PPC;Retention;2408,26;0,03;0,19;9;8,47;4,62;13;19;9;5;699;IsConfid;ToolConfid;0
11802;68;Female;125547,00;Email;Awareness;6501,77;0,15;0,16;37;2,83;7,89;45;0;3;5;3508;IsConfid;ToolConfid;1
11803;26;Male;80002,00;Referral;Retention;8853,65;0,29;0,06;2;4,56;5,41;39;1;4;9;16;IsConfid;ToolConfid;1
11804;56;Female;105683,00;Social Media;Retention;2845,49;0,03;0,19;47;3,46;11,72;88;15;2;0;1621;IsConfid;ToolConfid;1
11805;45;Female;32926,00;Email;Awareness;8336,74;0,03;0,04;40;1,43;3,81;18;1;4;8;3910;IsConfid;ToolConfid;0
11806;20;Male;119359,00;Social Media;Awareness;6658,84;0,18;0,15;16;6,06;14,47;16;11;0;6;250;IsConfid;ToolConfid;1
11807;37;Male;84264,00;Email;Conversion;434,82;0,08;0,13;22;6,66;6,30;81;18;6;2;4711;IsConfid;ToolConfid;1
11808;23;Male;135021,00;Email;Consideration;3813,98;0,13;0,17;26;8,12;10,82;45;14;1;9;4950;IsConfid;ToolConfid;1
11809;44;Female;138284,00;Email;Retention;5126,80;0,25;0,08;8;4,73;9,80;72;15;4;3;1485;IsConfid;ToolConfid;1
11810;19;Male;109527,00;SEO;Consideration;7343,82;0,07;0,09;4;2,27;11,27;64;15;9;0;4077;IsConfid;ToolConfid;1
11811;46;Female;127387,00;PPC;Conversion;2942,59;0,22;0,13;18;6,87;8,49;69;10;1;1;3832;IsConfid;ToolConfid;1
11812;55;Male;47563,00;Referral;Awareness;9829,03;0,16;0,09;28;9,01;6,07;37;5;7;5;1901;IsConfid;ToolConfid;1
11813;20;Male;50688,00;PPC;Awareness;6876,94;0,27;0,02;14;2,08;3,10;16;16;2;6;3536;IsConfid;ToolConfid;1
11814;33;Female;114559,00;PPC;Awareness;3790,86;0,29;0,15;41;2,64;8,03;72;6;0;4;295;IsConfid;ToolConfid;1
11815;47;Female;54130,00;Social Media;Conversion;1060,55;0,15;0,13;35;3,96;1,38;10;10;5;1;4400;IsConfid;ToolConfid;1
11816;57;Male;20925,00;SEO;Retention;1895,54;0,18;0,09;11;6,85;1,35;52;12;7;6;823;IsConfid;ToolConfid;1
11817;19;Male;140207,00;SEO;Conversion;4927,32;0,23;0,07;13;5,71;9,39;17;15;6;6;3408;IsConfid;ToolConfid;1
11818;34;Male;71595,00;Email;Awareness;4997,48;0,10;0,07;14;7,41;7,47;6;12;5;2;3849;IsConfid;ToolConfid;1
11819;58;Male;36321,00;PPC;Retention;7700,42;0,08;0,15;30;1,28;7,84;34;7;4;0;4258;IsConfid;ToolConfid;1
11820;29;Male;30769,00;Referral;Awareness;7289,15;0,29;0,15;4;8,29;5,12;43;8;7;0;1417;IsConfid;ToolConfid;1
11821;52;Female;56748,00;Social Media;Awareness;2092,60;0,14;0,17;43;9,89;11,96;70;4;9;7;4906;IsConfid;ToolConfid;1
11822;60;Female;60028,00;SEO;Conversion;5990,07;0,01;0,15;2;1,42;3,42;38;13;3;6;4115;IsConfid;ToolConfid;1
11823;18;Female;36151,00;Email;Conversion;304,16;0,25;0,15;46;5,46;9,00;10;10;6;3;719;IsConfid;ToolConfid;1
11824;62;Male;96133,00;Referral;Consideration;4045,62;0,18;0,06;29;7,66;12,98;9;11;1;3;1574;IsConfid;ToolConfid;1
11825;32;Male;54187,00;PPC;Awareness;7664,64;0,06;0,03;46;5,29;12,59;97;19;8;0;2097;IsConfid;ToolConfid;1
11826;43;Male;63835,00;Referral;Retention;4055,14;0,02;0,15;11;6,34;0,92;87;19;7;0;3912;IsConfid;ToolConfid;1
11827;54;Female;20059,00;SEO;Awareness;8372,40;0,09;0,03;14;9,29;4,55;75;9;3;0;1996;IsConfid;ToolConfid;1
11828;38;Female;120828,00;Social Media;Retention;9763,94;0,28;0,20;37;5,86;10,86;8;0;6;7;4271;IsConfid;ToolConfid;1
11829;66;Male;105717,00;PPC;Consideration;6111,40;0,28;0,18;27;3,13;11,24;85;15;0;1;4512;IsConfid;ToolConfid;1
11830;48;Female;47235,00;Social Media;Awareness;1535,54;0,10;0,11;48;7,65;7,50;95;6;4;6;2850;IsConfid;ToolConfid;1
11831;42;Female;114208,00;Referral;Retention;3858,80;0,25;0,08;22;4,38;3,44;7;15;1;9;1112;IsConfid;ToolConfid;1
11832;40;Male;87114,00;Referral;Retention;193,89;0,14;0,11;46;3,57;4,55;47;13;1;6;4323;IsConfid;ToolConfid;1
11833;41;Male;65366,00;Email;Consideration;6066,99;0,20;0,15;14;3,24;12,11;20;3;1;6;886;IsConfid;ToolConfid;1
11834;55;Female;149191,00;PPC;Conversion;8233,53;0,11;0,15;10;1,71;3,29;79;2;1;4;4444;IsConfid;ToolConfid;1
11835;45;Female;132831,00;Referral;Consideration;6336,41;0,16;0,02;29;9,40;14,16;96;18;4;5;3236;IsConfid;ToolConfid;1
11836;38;Male;141889,00;SEO;Retention;7882,25;0,10;0,16;11;6,07;7,76;88;16;3;7;2505;IsConfid;ToolConfid;1
11837;60;Male;145985,00;SEO;Consideration;8019,05;0,03;0,13;18;9,60;4,61;5;11;0;3;2633;IsConfid;ToolConfid;1
11838;35;Female;101583,00;Social Media;Conversion;8525,02;0,05;0,02;31;8,76;6,15;58;16;5;2;2363;IsConfid;ToolConfid;1
11839;53;Male;52160,00;SEO;Awareness;2739,97;0,09;0,07;0;1,27;4,22;67;0;2;1;1969;IsConfid;ToolConfid;0
11840;52;Female;119011,00;Referral;Consideration;8725,56;0,29;0,11;15;3,23;6,07;22;0;7;3;2668;IsConfid;ToolConfid;1
11841;62;Female;110085,00;SEO;Consideration;6575,53;0,29;0,05;10;3,84;2,40;72;10;1;0;4364;IsConfid;ToolConfid;0
11842;26;Male;25277,00;PPC;Awareness;2968,28;0,25;0,04;30;5,41;12,44;99;2;7;3;2194;IsConfid;ToolConfid;1
11843;55;Male;21780,00;Social Media;Consideration;9874,22;0,08;0,01;32;7,45;14,47;74;3;5;3;3350;IsConfid;ToolConfid;1
11844;47;Female;66579,00;PPC;Conversion;9506,81;0,14;0,18;35;7,13;10,06;34;6;4;8;3126;IsConfid;ToolConfid;1
11845;61;Male;137101,00;Referral;Retention;5786,97;0,14;0,02;29;9,89;12,22;11;17;9;9;3593;IsConfid;ToolConfid;1
11846;51;Male;148339,00;Referral;Consideration;8447,76;0,12;0,08;37;9,31;3,81;98;19;5;8;1207;IsConfid;ToolConfid;1
11847;49;Female;131449,00;SEO;Awareness;2688,80;0,02;0,05;3;2,68;1,41;70;6;5;5;1139;IsConfid;ToolConfid;0
11848;20;Male;80750,00;Email;Awareness;4218,77;0,17;0,15;24;8,74;9,59;56;10;3;2;2976;IsConfid;ToolConfid;1
11849;20;Female;76902,00;Email;Consideration;1921,32;0,03;0,14;33;8,59;12,35;28;13;0;9;567;IsConfid;ToolConfid;1
11850;45;Male;100198,00;Referral;Awareness;5249,02;0,24;0,16;16;6,17;12,60;84;7;1;8;1644;IsConfid;ToolConfid;1
11851;61;Female;136849,00;Referral;Retention;5010,41;0,21;0,13;32;4,04;8,23;66;19;7;5;3651;IsConfid;ToolConfid;1
11852;32;Male;117052,00;Social Media;Retention;2206,85;0,11;0,12;29;2,88;9,52;60;15;8;8;1155;IsConfid;ToolConfid;1
11853;58;Female;147894,00;Referral;Awareness;6760,74;0,20;0,09;12;2,91;5,84;60;17;3;9;4238;IsConfid;ToolConfid;1
11854;40;Female;52161,00;Referral;Consideration;1266,12;0,08;0,13;11;4,04;12,54;87;11;7;8;3742;IsConfid;ToolConfid;1
11855;57;Male;64499,00;Social Media;Consideration;710,75;0,09;0,03;31;5,54;10,62;29;8;9;3;4865;IsConfid;ToolConfid;1
11856;28;Female;51886,00;PPC;Awareness;3910,56;0,10;0,14;22;6,25;3,20;26;19;5;2;1739;IsConfid;ToolConfid;1
11857;65;Male;28800,00;PPC;Retention;4157,27;0,24;0,03;28;3,93;4,55;92;8;0;0;2208;IsConfid;ToolConfid;0
11858;49;Female;69460,00;Social Media;Retention;3265,43;0,07;0,17;33;4,21;2,70;29;12;5;4;1457;IsConfid;ToolConfid;1
11859;53;Female;149424,00;Social Media;Consideration;2653,67;0,17;0,11;18;1,12;7,83;99;5;6;3;2497;IsConfid;ToolConfid;1
11860;50;Female;90975,00;PPC;Retention;3453,89;0,07;0,11;11;1,02;3,43;54;4;0;2;4947;IsConfid;ToolConfid;0
11861;41;Male;89843,00;PPC;Conversion;1717,42;0,09;0,12;3;9,16;2,80;22;9;8;7;1015;IsConfid;ToolConfid;1
11862;56;Female;22364,00;PPC;Retention;4094,18;0,08;0,16;24;1,13;2,83;36;10;5;9;535;IsConfid;ToolConfid;0
11863;51;Male;36568,00;PPC;Consideration;9055,57;0,20;0,10;25;1,30;4,36;25;13;7;6;2189;IsConfid;ToolConfid;1
11864;45;Female;58092,00;SEO;Retention;2321,83;0,16;0,09;17;2,85;12,23;35;15;7;1;3632;IsConfid;ToolConfid;1
11865;54;Female;91019,00;Social Media;Retention;6876,07;0,22;0,06;29;7,69;14,11;91;6;8;8;1960;IsConfid;ToolConfid;1
11866;24;Male;82679,00;Email;Awareness;1503,67;0,07;0,03;33;7,11;14,94;62;17;0;7;2847;IsConfid;ToolConfid;1
11867;21;Male;85781,00;SEO;Conversion;3603,68;0,01;0,05;32;6,82;1,08;36;7;5;9;186;IsConfid;ToolConfid;1
11868;54;Female;28430,00;Email;Awareness;3279,63;0,21;0,01;30;6,17;8,75;50;13;8;3;3711;IsConfid;ToolConfid;1
11869;18;Female;93719,00;Email;Retention;9376,59;0,04;0,18;30;2,82;4,36;67;9;7;3;2021;IsConfid;ToolConfid;1
11870;18;Male;58692,00;Referral;Retention;4337,02;0,08;0,16;12;4,58;14,84;92;13;3;6;503;IsConfid;ToolConfid;1
11871;64;Male;50086,00;Social Media;Awareness;6935,61;0,10;0,05;23;5,30;14,77;77;19;4;6;2646;IsConfid;ToolConfid;1
11872;37;Female;69671,00;SEO;Conversion;6064,38;0,23;0,01;4;6,24;14,04;62;12;8;3;732;IsConfid;ToolConfid;1
11873;36;Male;118262,00;Social Media;Consideration;1496,20;0,19;0,10;0;2,79;0,71;36;16;4;0;2622;IsConfid;ToolConfid;0
11874;46;Male;33901,00;PPC;Awareness;9401,45;0,06;0,09;33;7,56;2,74;96;5;8;5;2758;IsConfid;ToolConfid;1
11875;27;Male;23907,00;Social Media;Retention;3524,11;0,18;0,16;45;3,78;8,51;30;14;0;5;4004;IsConfid;ToolConfid;1
11876;35;Male;118580,00;Email;Retention;543,11;0,22;0,09;8;6,94;3,22;77;7;9;2;3460;IsConfid;ToolConfid;1
11877;45;Female;48604,00;PPC;Consideration;3074,39;0,12;0,17;7;5,63;12,90;24;4;8;4;2089;IsConfid;ToolConfid;1
11878;52;Female;57869,00;Social Media;Retention;3422,77;0,08;0,03;42;6,33;10,65;72;7;9;7;2284;IsConfid;ToolConfid;1
11879;60;Female;34537,00;Social Media;Retention;1018,18;0,21;0,08;35;4,72;3,17;24;8;8;3;2259;IsConfid;ToolConfid;1
11880;64;Male;32501,00;Email;Consideration;6237,78;0,19;0,19;28;5,01;12,37;45;6;5;8;2759;IsConfid;ToolConfid;1
11881;48;Female;143485,00;PPC;Retention;3532,97;0,03;0,01;34;8,81;7,72;88;17;6;9;599;IsConfid;ToolConfid;1
11882;44;Female;139261,00;Email;Retention;6328,43;0,20;0,08;4;5,28;10,79;29;13;5;4;1432;IsConfid;ToolConfid;1
11883;28;Male;57371,00;Social Media;Conversion;166,73;0,15;0,06;45;8,14;2,53;19;7;3;4;1325;IsConfid;ToolConfid;1
11884;66;Female;134639,00;SEO;Awareness;9822,28;0,23;0,11;9;4,56;8,01;22;0;6;6;1818;IsConfid;ToolConfid;1
11885;66;Female;131690,00;SEO;Conversion;1788,11;0,07;0,06;37;7,30;11,76;0;16;1;0;95;IsConfid;ToolConfid;1
11886;55;Female;56821,00;Referral;Conversion;6627,38;0,08;0,18;9;3,10;5,51;14;5;2;5;4524;IsConfid;ToolConfid;1
11887;22;Female;108732,00;SEO;Retention;7186,26;0,17;0,19;10;9,25;3,21;20;13;3;1;2179;IsConfid;ToolConfid;1
11888;25;Female;145592,00;PPC;Awareness;1798,92;0,15;0,17;7;9,71;9,77;29;16;2;2;3483;IsConfid;ToolConfid;1
11889;51;Male;26073,00;Referral;Awareness;1205,95;0,12;0,09;3;9,11;9,84;10;16;8;7;2093;IsConfid;ToolConfid;1
11890;65;Female;134829,00;PPC;Retention;1610,51;0,23;0,20;17;4,12;3,46;89;11;3;3;700;IsConfid;ToolConfid;1
11891;69;Male;81005,00;SEO;Conversion;2543,50;0,17;0,15;19;3,49;1,51;51;15;9;6;4975;IsConfid;ToolConfid;1
11892;29;Female;96097,00;SEO;Conversion;1765,50;0,22;0,08;45;2,64;2,91;29;2;0;9;4647;IsConfid;ToolConfid;1
11893;55;Female;38101,00;Social Media;Conversion;6772,59;0,05;0,03;2;8,86;4,50;8;16;7;9;3873;IsConfid;ToolConfid;1
11894;18;Female;131052,00;PPC;Awareness;4266,25;0,22;0,14;43;2,07;1,03;68;1;3;4;2419;IsConfid;ToolConfid;1
11895;48;Female;51426,00;Email;Retention;5424,14;0,14;0,15;14;6,78;13,88;46;12;8;1;1945;IsConfid;ToolConfid;1
11896;21;Female;114877,00;Social Media;Awareness;568,63;0,02;0,03;7;3,98;3,84;33;13;8;0;394;IsConfid;ToolConfid;0
11897;66;Male;27313,00;PPC;Conversion;8626,36;0,08;0,11;45;2,69;11,21;32;3;8;4;4244;IsConfid;ToolConfid;1
11898;62;Female;50773,00;Referral;Awareness;1788,66;0,02;0,20;5;2,66;6,51;97;5;8;3;1723;IsConfid;ToolConfid;0
11899;67;Female;48003,00;PPC;Awareness;3665,51;0,14;0,07;45;8,84;7,78;64;19;6;5;1603;IsConfid;ToolConfid;1
11900;22;Female;79668,00;Referral;Retention;811,83;0,10;0,07;35;8,74;8,29;50;8;8;2;3713;IsConfid;ToolConfid;1
11901;47;Female;111956,00;Referral;Retention;1454,25;0,30;0,18;19;3,45;11,71;78;13;6;1;3411;IsConfid;ToolConfid;1
11902;41;Male;91250,00;SEO;Awareness;6691,41;0,26;0,03;31;1,30;11,92;30;16;7;2;4059;IsConfid;ToolConfid;1
11903;20;Male;135087,00;Email;Consideration;6956,61;0,25;0,19;5;8,82;2,55;55;7;1;3;4586;IsConfid;ToolConfid;1
11904;28;Female;139451,00;PPC;Retention;6801,96;0,16;0,16;15;1,52;4,90;75;18;3;5;3268;IsConfid;ToolConfid;1
11905;62;Female;112675,00;Email;Consideration;5566,15;0,24;0,08;48;1,76;8,81;70;1;3;8;3721;IsConfid;ToolConfid;1
11906;21;Male;111634,00;Referral;Retention;9529,96;0,09;0,03;1;8,40;5,29;44;16;3;1;2120;IsConfid;ToolConfid;1
11907;43;Female;62294,00;SEO;Conversion;5121,05;0,17;0,01;17;8,35;2,43;32;6;2;5;1822;IsConfid;ToolConfid;1
11908;44;Female;33582,00;Email;Consideration;4549,18;0,12;0,08;44;2,82;6,42;95;2;0;8;4194;IsConfid;ToolConfid;1
11909;63;Male;129119,00;Social Media;Conversion;2550,70;0,06;0,14;25;1,34;3,67;50;3;5;1;4742;IsConfid;ToolConfid;0
11910;60;Female;33760,00;Referral;Conversion;1078,61;0,03;0,10;19;1,57;2,58;4;17;4;0;2395;IsConfid;ToolConfid;1
11911;44;Female;91791,00;Social Media;Awareness;5526,73;0,17;0,15;15;5,08;4,91;37;13;2;7;2662;IsConfid;ToolConfid;1
11912;59;Female;102158,00;Email;Conversion;3217,41;0,04;0,14;20;4,76;4,85;4;19;6;3;2417;IsConfid;ToolConfid;1
11913;68;Female;55983,00;Email;Conversion;5287,85;0,22;0,12;44;2,64;1,91;55;12;5;1;4364;IsConfid;ToolConfid;1
11914;67;Female;60309,00;Email;Conversion;2140,58;0,28;0,19;13;9,18;8,97;80;16;3;7;747;IsConfid;ToolConfid;1
11915;23;Male;49715,00;PPC;Conversion;8397,91;0,06;0,15;17;5,97;5,06;70;11;8;4;759;IsConfid;ToolConfid;1
11916;32;Male;56415,00;Referral;Awareness;9997,00;0,15;0,18;7;8,27;3,01;88;6;3;7;4759;IsConfid;ToolConfid;1
11917;47;Male;107328,00;Referral;Awareness;3291,79;0,22;0,06;4;1,93;12,37;24;2;8;3;4319;IsConfid;ToolConfid;1
11918;59;Female;128112,00;Referral;Conversion;8439,04;0,09;0,15;23;9,76;0,54;66;4;2;3;3157;IsConfid;ToolConfid;1
11919;54;Male;108260,00;PPC;Consideration;8742,56;0,28;0,12;40;8,29;7,09;51;19;6;4;3051;IsConfid;ToolConfid;1
11920;54;Male;71581,00;Email;Retention;9961,13;0,27;0,19;46;3,59;6,81;35;0;6;0;3943;IsConfid;ToolConfid;1
11921;59;Male;23652,00;Email;Consideration;3492,93;0,04;0,11;28;1,19;10,23;91;13;0;9;3231;IsConfid;ToolConfid;1
11922;54;Male;46297,00;Social Media;Conversion;7584,81;0,02;0,06;8;2,48;6,15;22;8;0;2;87;IsConfid;ToolConfid;1
11923;52;Female;117958,00;PPC;Awareness;2365,21;0,29;0,08;41;4,77;7,93;7;14;1;7;3428;IsConfid;ToolConfid;1
11924;40;Male;34028,00;SEO;Conversion;6285,48;0,29;0,05;17;1,03;13,67;30;1;3;3;1671;IsConfid;ToolConfid;1
11925;23;Female;33803,00;PPC;Conversion;7077,94;0,13;0,05;45;1,37;2,94;62;17;1;0;4526;IsConfid;ToolConfid;1
11926;21;Female;26307,00;Social Media;Awareness;7437,09;0,02;0,10;17;1,89;2,03;20;3;9;5;4843;IsConfid;ToolConfid;1
11927;35;Male;51325,00;Social Media;Consideration;2151,00;0,19;0,18;47;8,29;11,33;98;1;9;5;1921;IsConfid;ToolConfid;1
11928;26;Female;78616,00;Social Media;Retention;8502,38;0,10;0,05;27;5,92;11,27;49;12;4;1;4928;IsConfid;ToolConfid;1
11929;66;Female;80483,00;Email;Conversion;4267,62;0,28;0,06;36;2,72;13,83;28;17;1;7;1652;IsConfid;ToolConfid;1
11930;46;Male;51574,00;SEO;Awareness;2242,06;0,24;0,17;9;3,38;14,76;59;19;7;3;2835;IsConfid;ToolConfid;1
11931;30;Male;139828,00;Social Media;Retention;5471,06;0,20;0,07;19;6,78;6,07;66;3;5;7;2546;IsConfid;ToolConfid;1
11932;64;Male;104798,00;Referral;Retention;8647,24;0,09;0,19;37;3,87;5,97;43;2;2;7;4460;IsConfid;ToolConfid;1
11933;69;Male;87071,00;Email;Retention;9674,17;0,21;0,06;40;7,14;13,62;88;6;1;2;2656;IsConfid;ToolConfid;1
11934;34;Male;34932,00;SEO;Awareness;7507,26;0,09;0,09;22;8,00;12,98;1;1;8;4;3413;IsConfid;ToolConfid;1
11935;62;Female;35749,00;Referral;Conversion;155,67;0,02;0,03;47;3,76;5,94;97;13;0;7;3230;IsConfid;ToolConfid;1
11936;49;Female;28727,00;SEO;Awareness;1433,54;0,16;0,20;42;4,30;1,61;14;4;5;0;4322;IsConfid;ToolConfid;1
11937;65;Female;75406,00;SEO;Conversion;855,11;0,15;0,18;19;1,45;8,93;38;1;6;9;777;IsConfid;ToolConfid;1
11938;39;Male;37332,00;Referral;Consideration;1102,02;0,23;0,17;22;8,38;4,40;39;8;8;3;3413;IsConfid;ToolConfid;1
11939;21;Male;115070,00;PPC;Retention;3892,05;0,26;0,04;49;6,45;13,67;46;15;6;2;3536;IsConfid;ToolConfid;1
11940;22;Female;30834,00;SEO;Conversion;3451,08;0,11;0,19;4;8,99;12,19;75;7;3;5;4666;IsConfid;ToolConfid;1
11941;54;Male;40325,00;PPC;Consideration;1225,48;0,14;0,19;26;2,70;13,56;51;5;1;9;2410;IsConfid;ToolConfid;1
11942;58;Male;29213,00;SEO;Awareness;8834,13;0,15;0,09;8;9,65;1,67;87;2;5;7;4325;IsConfid;ToolConfid;1
11943;66;Female;141291,00;Referral;Retention;6192,73;0,10;0,14;42;7,36;13,04;5;6;9;8;1158;IsConfid;ToolConfid;1
11944;30;Male;133741,00;SEO;Conversion;7984,99;0,23;0,20;40;2,77;9,10;69;17;6;6;4388;IsConfid;ToolConfid;1
11945;51;Female;143313,00;Social Media;Retention;3778,34;0,16;0,09;35;5,17;3,62;47;15;5;2;2933;IsConfid;ToolConfid;1
11946;62;Male;21403,00;Social Media;Retention;4161,34;0,28;0,03;39;7,29;4,87;57;3;3;4;3074;IsConfid;ToolConfid;1
11947;39;Female;76971,00;SEO;Retention;3244,45;0,20;0,17;36;1,15;7,12;89;3;6;4;2854;IsConfid;ToolConfid;1
11948;40;Female;138199,00;Referral;Awareness;4440,42;0,07;0,10;2;8,02;9,60;2;15;9;0;905;IsConfid;ToolConfid;0
11949;68;Female;137623,00;Referral;Retention;6142,73;0,06;0,20;35;9,53;3,87;95;17;5;1;4004;IsConfid;ToolConfid;1
11950;20;Male;74030,00;Email;Conversion;4980,54;0,12;0,11;47;1,73;3,50;45;1;5;6;3862;IsConfid;ToolConfid;1
11951;59;Female;93042,00;Referral;Awareness;8395,38;0,11;0,02;44;9,08;13,44;17;11;1;3;4897;IsConfid;ToolConfid;1
11952;51;Female;115195,00;PPC;Consideration;9011,38;0,13;0,10;34;5,18;12,76;55;8;1;2;771;IsConfid;ToolConfid;1
11953;49;Female;27591,00;SEO;Conversion;4749,87;0,06;0,15;35;5,64;11,62;91;6;5;3;1951;IsConfid;ToolConfid;1
11954;62;Female;147144,00;Social Media;Awareness;2473,51;0,29;0,01;28;8,56;11,53;32;7;0;6;3241;IsConfid;ToolConfid;1
11955;68;Female;32996,00;Referral;Conversion;9457,40;0,05;0,09;32;6,31;11,61;16;5;7;3;4497;IsConfid;ToolConfid;1
11956;66;Male;123364,00;Social Media;Conversion;7376,88;0,20;0,04;25;4,16;13,90;31;11;8;8;819;IsConfid;ToolConfid;1
11957;38;Female;72485,00;Email;Consideration;6437,26;0,01;0,13;7;7,59;12,73;75;7;7;6;4224;IsConfid;ToolConfid;1
11958;63;Female;67830,00;SEO;Awareness;7479,60;0,13;0,19;8;2,24;6,13;84;9;9;1;4182;IsConfid;ToolConfid;1
11959;61;Male;54370,00;Referral;Retention;852,22;0,10;0,13;21;7,00;7,33;1;3;5;9;2508;IsConfid;ToolConfid;1
11960;38;Male;77572,00;Social Media;Conversion;769,50;0,12;0,14;4;7,97;9,27;25;9;9;3;899;IsConfid;ToolConfid;1
11961;61;Female;99008,00;Referral;Conversion;1615,89;0,15;0,09;43;4,01;7,40;38;6;0;3;4325;IsConfid;ToolConfid;1
11962;28;Female;49098,00;Email;Conversion;1559,76;0,18;0,12;40;9,73;4,81;62;18;7;2;2733;IsConfid;ToolConfid;1
11963;56;Male;81561,00;Social Media;Conversion;4264,64;0,18;0,11;35;6,77;12,99;16;2;1;0;1089;IsConfid;ToolConfid;1
11964;21;Male;22196,00;Social Media;Conversion;1658,30;0,19;0,15;31;1,86;12,15;99;11;3;8;1969;IsConfid;ToolConfid;1
11965;68;Male;31091,00;SEO;Awareness;8559,80;0,25;0,17;29;9,70;6,15;33;18;0;4;1359;IsConfid;ToolConfid;1
11966;18;Female;100576,00;SEO;Conversion;5823,16;0,27;0,14;48;7,70;2,16;18;9;0;8;4456;IsConfid;ToolConfid;1
11967;45;Male;85254,00;Social Media;Conversion;3745,79;0,22;0,20;43;7,26;0,57;61;5;4;7;2301;IsConfid;ToolConfid;1
11968;41;Female;69262,00;SEO;Conversion;789,26;0,03;0,17;44;3,28;1,84;31;19;5;9;2753;IsConfid;ToolConfid;1
11969;52;Male;134320,00;Social Media;Retention;5951,18;0,29;0,03;42;5,26;2,74;49;14;8;6;291;IsConfid;ToolConfid;1
11970;30;Female;144124,00;PPC;Retention;1253,67;0,28;0,11;16;9,11;10,04;85;18;2;0;3910;IsConfid;ToolConfid;1
11971;64;Female;26023,00;Referral;Awareness;7457,88;0,22;0,18;29;3,77;3,68;44;10;1;3;1422;IsConfid;ToolConfid;1
11972;51;Male;40543,00;PPC;Conversion;8047,31;0,16;0,19;46;4,81;9,70;53;7;1;3;3172;IsConfid;ToolConfid;1
11973;28;Male;80029,00;PPC;Conversion;5485,36;0,08;0,08;8;3,31;5,26;81;9;7;3;2376;IsConfid;ToolConfid;1
11974;53;Female;113913,00;Referral;Consideration;1581,07;0,23;0,15;3;2,94;13,48;87;13;8;7;1535;IsConfid;ToolConfid;1
11975;68;Male;122171,00;Social Media;Retention;7889,94;0,26;0,09;11;1,39;7,30;0;19;7;5;1751;IsConfid;ToolConfid;1
11976;34;Male;62337,00;Social Media;Consideration;3147,50;0,20;0,03;34;7,63;10,26;65;13;2;0;2029;IsConfid;ToolConfid;1
11977;52;Female;60409,00;SEO;Conversion;2304,27;0,19;0,18;19;1,82;7,18;39;14;9;3;2543;IsConfid;ToolConfid;1
11978;35;Female;90540,00;Email;Conversion;4758,51;0,07;0,19;16;5,78;13,73;23;11;9;9;4106;IsConfid;ToolConfid;1
11979;57;Female;29963,00;Social Media;Consideration;9234,20;0,11;0,11;21;1,45;10,47;51;16;7;6;167;IsConfid;ToolConfid;1
11980;39;Male;33796,00;Referral;Awareness;3044,00;0,22;0,01;6;9,85;9,81;1;9;9;8;2437;IsConfid;ToolConfid;1
11981;41;Male;60972,00;Email;Awareness;9065,23;0,01;0,17;38;7,39;9,09;60;11;5;1;3562;IsConfid;ToolConfid;1
11982;36;Male;92613,00;Referral;Consideration;631,17;0,20;0,10;43;6,67;14,83;26;18;5;1;4785;IsConfid;ToolConfid;1
11983;54;Female;115384,00;Referral;Conversion;926,88;0,23;0,02;41;2,68;10,43;65;7;8;4;3783;IsConfid;ToolConfid;1
11984;56;Female;98062,00;Referral;Consideration;7015,75;0,11;0,05;7;5,75;11,44;86;15;7;4;1487;IsConfid;ToolConfid;1
11985;38;Female;23261,00;Email;Retention;1986,87;0,03;0,04;8;5,53;1,68;32;17;0;6;2992;IsConfid;ToolConfid;0
11986;25;Male;37046,00;PPC;Awareness;3234,54;0,25;0,14;45;4,23;12,31;33;19;6;3;3092;IsConfid;ToolConfid;1
